call_id,paso,concurrencia_obj,t_prog,t_inicio,t_conectado,saludo_s,t_fin,turnos_plan,turnos_cliente,turnos_server,turnos_sin_resp,status,ended_reason,error,mic_lag_max_s,workflow_status,outcome,wer,cortes
dbeef6e5-99d4-47c1-8565-2c12fb4ee235,e4_64,64,1790377767.695,1790377767.696,1790377767.961,5.336,1790377897.931,6,6,3,2,finalizada,customer_hangup,,0.0,completed,,0.511,17
3157f65f-4c50-4b48-96a1-64568cefe0db,e4_64,64,1790377738.996,1790377738.997,1790377739.265,4.952,1790377902.344,7,7,4,3,finalizada,customer_hangup,,0.001,active,,0.617,20
c3dbcca9-d74a-4d37-ba74-65a3b911ecc0,e4_64,64,1790377759.001,1790377759.001,1790377759.235,5.933,1790377900.93,6,6,3,3,finalizada,customer_hangup,,0.0,active,,0.622,23
ca2ab427-fffb-4231-b91d-532b66d097ea,e4_64,64,1790377745.693,1790377745.694,1790377745.917,5.551,1790377945.818,8,8,5,3,finalizada,customer_hangup,,0.0,completed,,0.396,17
1387b4e7-cd01-4558-9efb-3a77bea1ac24,e4_64,64,1790377687.288,1790377687.289,1790377687.521,2.849,1790377755.354,4,4,4,0,finalizada,customer_hangup,,0.0,completed,,0.111,3
62e6e8e5-e938-4f1b-a77e-d14c71f050c6,e4_64,64,1790377669.882,1790377669.883,1790377670.075,2.156,1790377757.649,5,5,5,0,finalizada,customer_hangup,,0.0,active,,0.038,3
46c5d6f0-cc44-4feb-946a-efecc1066a65,e4_64,64,1790377661.627,1790377661.628,1790377661.869,1.872,1790377767.073,5,5,5,0,finalizada,customer_hangup,,0.0,completed,,0.0,11
8b94f1e3-01f6-4cb5-8ac0-fd8be08384ec,e4_64,64,1790377679.521,1790377679.521,1790377679.743,2.858,1790377768.529,4,4,4,0,finalizada,customer_hangup,,0.0,active,,0.05,9
71f3c14e-f84d-4fab-99d7-757b48c78a47,e4_64,64,1790377654.18,1790377654.183,1790377654.449,3.842,1790377797.105,7,7,7,0,finalizada,customer_hangup,,0.0,active,,0.062,13
9596b788-9ff8-4cf0-b75a-66f884db002e,e4_64,64,1790377695.979,1790377695.98,1790377696.184,3.447,1790377797.523,5,5,5,1,finalizada,customer_hangup,,0.0,active,,0.0,7
120ed4e6-701e-4c54-b88d-b88ebe5fe44a,e4_64,64,1790377746.643,1790377746.643,1790377746.859,4.373,1790377826.087,5,5,4,0,finalizada,customer_hangup,,0.0,active,,0.607,8
6003a2a5-091a-4f47-921e-0f95e09cd170,e4_64,64,1790377716.674,1790377716.674,1790377716.942,4.679,1790377831.861,5,5,3,1,finalizada,customer_hangup,,0.0,active,,0.2,19
2bca4afd-cd83-49ab-ba2d-516763ef5c5b,e4_64,64,1790377708.072,1790377708.073,1790377708.303,4.218,1790377851.605,7,7,4,3,finalizada,customer_hangup,,0.0,active,,0.438,18
b568f241-6b80-4eb7-b5ad-dd8ec8596fef,e4_64,64,1790377730.092,1790377730.092,1790377730.298,3.694,1790377867.247,6,6,4,2,finalizada,customer_hangup,,0.0,active,,0.111,11
cddca4b3-f098-43d8-b4b4-9ee87dbff488,e4_64,64,1790377739.241,1790377739.241,1790377739.474,5.107,1790377883.645,8,8,4,2,finalizada,customer_hangup,,0.0,completed,,0.619,22
59c97d73-d613-46a5-a581-d128ea78ee3a,e4_64,64,1790377760.585,1790377760.585,1790377760.885,6.686,1790377901.024,5,5,2,3,finalizada,customer_hangup,,0.0,active,,0.429,22
8b431663-db1e-4e25-997f-733cc437b14d,e4_64,64,1790377769.789,1790377769.789,1790377769.998,5.203,1790377906.699,8,8,3,4,finalizada,customer_hangup,,0.0,active,,0.889,9
aa073d91-baf8-47d1-9810-b533eeab5a10,e4_64,64,1790377654.74,1790377654.744,1790377654.957,1.782,1790377722.985,4,4,4,0,finalizada,customer_hangup,,0.0,completed,,0.03,5
2971dc32-b681-4ae0-ad8d-2b0855f0f059,e4_64,64,1790377701.116,1790377701.117,1790377701.317,3.582,1790377797.607,6,6,5,0,finalizada,customer_hangup,,0.0,active,,0.115,5
4d8066de-bd2c-4233-b2f1-822c73601001,e4_64,64,1790377688.659,1790377688.659,1790377688.875,2.784,1790377801.782,6,6,6,0,finalizada,customer_hangup,,0.0,active,,0.0,11
256ab8bf-0e47-4dcf-933f-b2d69552de6d,e4_64,64,1790377664.636,1790377664.636,1790377664.827,1.632,1790377806.91,7,7,7,0,finalizada,customer_hangup,,0.0,active,,0.025,14
1ff116ab-44e1-4784-ab3a-f1cab367b4a9,e4_64,64,1790377681.621,1790377681.622,1790377681.816,2.433,1790377810.722,7,7,7,1,finalizada,customer_hangup,,0.0,completed,,0.0,11
fd64ae03-00d7-4fa8-84ba-4f5b182c08e3,e4_64,64,1790377708.391,1790377708.391,1790377708.621,4.079,1790377831.604,7,7,6,0,finalizada,customer_hangup,,0.0,completed,,0.245,14
